"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	16	21733312	Unreliable
	"Florida"	"12"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	80	21733312	0.4
	"Florida"	"12"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	12	21733312	Unreliable
	"Florida"	"12"	"Insulin-dependent diabetes mellitus, with multiple complications"	"E10.7"	17	21733312	Unreliable
	"Florida"	"12"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	194	21733312	0.9
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with ketoacidosis"	"E11.1"	20	21733312	0.1
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	796	21733312	3.7
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with neurological complications"	"E11.4"	19	21733312	Unreliable
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	127	21733312	0.6
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with other specified complications"	"E11.6"	18	21733312	Unreliable
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	134	21733312	0.6
	"Florida"	"12"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	1781	21733312	8.2
	"Florida"	"12"	"Unspecified diabetes mellitus, with coma"	"E14.0"	13	21733312	Unreliable
	"Florida"	"12"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	266	21733312	1.2
	"Florida"	"12"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	1066	21733312	4.9
	"Florida"	"12"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	26	21733312	0.1
	"Florida"	"12"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	169	21733312	0.8
	"Florida"	"12"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	20	21733312	0.1
	"Florida"	"12"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	213	21733312	1.0
	"Florida"	"12"	"Unspecified diabetes mellitus, without complications"	"E14.9"	2528	21733312	11.6
	"Florida"	"12"	"Hypoglycaemia, unspecified"	"E16.2"	29	21733312	0.1
	"Florida"	"12"	"Unspecified severe protein-energy malnutrition"	"E43"	294	21733312	1.4
	"Florida"	"12"	"Moderate protein-energy malnutrition"	"E44.0"	39	21733312	0.2
	"Florida"	"12"	"Retarded development following protein-energy malnutrition"	"E45"	26	21733312	0.1
	"Florida"	"12"	"Unspecified protein-energy malnutrition"	"E46"	388	21733312	1.8
	"Florida"	"12"	"Wernicke encephalopathy"	"E51.2"	15	21733312	Unreliable
	"Florida"	"12"	"Nutritional deficiency, unspecified"	"E63.9"	24	21733312	0.1
	"Florida"	"12"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	45	21733312	0.2
	"Florida"	"12"	"Other obesity"	"E66.8"	469	21733312	2.2
	"Florida"	"12"	"Obesity, unspecified"	"E66.9"	215	21733312	1.0
	"Florida"	"12"	"Pure hypercholesterolaemia"	"E78.0"	118	21733312	0.5
	"Florida"	"12"	"Mixed hyperlipidaemia"	"E78.2"	39	21733312	0.2
	"Florida"	"12"	"Hyperlipidaemia, unspecified"	"E78.5"	1092	21733312	5.0
	"Florida"	"12"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	153	21733312	0.7
	"Florida"	"12"	"Disorders of iron metabolism"	"E83.1"	14	21733312	Unreliable
	"Florida"	"12"	"Disorders of calcium metabolism"	"E83.5"	23	21733312	0.1
	"Florida"	"12"	"Cystic fibrosis with other manifestations"	"E84.8"	11	21733312	Unreliable
	"Florida"	"12"	"Organ-limited amyloidosis"	"E85.4"	81	21733312	0.4
	"Florida"	"12"	"Amyloidosis, unspecified"	"E85.9"	45	21733312	0.2
	"Florida"	"12"	"Volume depletion"	"E86"	58	21733312	0.3
	"Florida"	"12"	"Hyperosmolality and hypernatraemia"	"E87.0"	31	21733312	0.1
	"Florida"	"12"	"Hypo-osmolality and hyponatraemia"	"E87.1"	41	21733312	0.2
	"Florida"	"12"	"Acidosis"	"E87.2"	173	21733312	0.8
	"Florida"	"12"	"Hyperkalaemia"	"E87.5"	56	21733312	0.3
	"Florida"	"12"	"Hypokalaemia"	"E87.6"	14	21733312	Unreliable
	"Florida"	"12"	"Fluid overload"	"E87.7"	14	21733312	Unreliable
	"Florida"	"12"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	28	21733312	0.1
	"Florida"	"12"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	15	21733312	Unreliable
	"Florida"	"12"	"Metabolic disorder, unspecified"	"E88.9"	273	21733312	1.3
	"Florida"	"12"	"Multi-infarct dementia"	"F01.1"	19	21733312	Unreliable
	"Florida"	"12"	"Vascular dementia, unspecified"	"F01.9"	1631	21733312	7.5
	"Florida"	"12"	"Unspecified dementia"	"F03"	5931	21733312	27.3
	"Florida"	"12"	"Delirium superimposed on dementia"	"F05.1"	56	21733312	0.3
	"Florida"	"12"	"Delirium, unspecified"	"F05.9"	67	21733312	0.3
	"Florida"	"12"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	22	21733312	0.1
	"Florida"	"12"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	250	21733312	1.2
	"Florida"	"12"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	673	21733312	3.1
	"Florida"	"12"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	19	21733312	Unreliable
	"Florida"	"12"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	18	21733312	Unreliable
	"Florida"	"12"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	36	21733312	0.2
	"Florida"	"12"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	23	21733312	0.1
	"Florida"	"12"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	15	21733312	Unreliable
	"Florida"	"12"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	19	21733312	Unreliable
	"Florida"	"12"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	116	21733312	0.5
	"Florida"	"12"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	38	21733312	0.2
	"Florida"	"12"	"Schizophrenia, unspecified"	"F20.9"	30	21733312	0.1
	"Florida"	"12"	"Severe depressive episode without psychotic symptoms"	"F32.2"	13	21733312	Unreliable
	"Florida"	"12"	"Depressive episode, unspecified"	"F32.9"	19	21733312	Unreliable
	"Florida"	"12"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	17	21733312	Unreliable
	"Florida"	"12"	"Unspecified mental retardation"	"F79"	16	21733312	Unreliable
	"Florida"	"12"	"Meningitis, unspecified"	"G03.9"	11	21733312	Unreliable
	"Florida"	"12"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	10	21733312	Unreliable
	"Florida"	"12"	"Huntington disease"	"G10"	47	21733312	0.2
	"Florida"	"12"	"Hereditary ataxia, unspecified"	"G11.9"	10	21733312	Unreliable
	"Florida"	"12"	"Motor neuron disease"	"G12.2"	479	21733312	2.2
	"Florida"	"12"	"Parkinson disease"	"G20"	3113	21733312	14.3
	"Florida"	"12"	"Secondary parkinsonism, unspecified"	"G21.9"	13	21733312	Unreliable
	"Florida"	"12"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	88	21733312	0.4
	"Florida"	"12"	"Alzheimer disease with early onset"	"G30.0"	29	21733312	0.1
	"Florida"	"12"	"Alzheimer disease with late onset"	"G30.1"	647	21733312	3.0
	"Florida"	"12"	"Alzheimer disease, unspecified"	"G30.9"	6598	21733312	30.4
	"Florida"	"12"	"Circumscribed brain atrophy"	"G31.0"	121	21733312	0.6
	"Florida"	"12"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	3665	21733312	16.9
	"Florida"	"12"	"Degeneration of nervous system due to alcohol"	"G31.2"	16	21733312	Unreliable
	"Florida"	"12"	"Other specified degenerative diseases of nervous system"	"G31.8"	460	21733312	2.1
	"Florida"	"12"	"Degenerative disease of nervous system, unspecified"	"G31.9"	846	21733312	3.9
	"Florida"	"12"	"Multiple sclerosis"	"G35"	249	21733312	1.1
	"Florida"	"12"	"Acute transverse myelitis in demyelinating disease of central nervous system"	"G37.3"	11	21733312	Unreliable
	"Florida"	"12"	"Epilepsy, unspecified"	"G40.9"	100	21733312	0.5
	"Florida"	"12"	"Status epilepticus, unspecified"	"G41.9"	86	21733312	0.4
	"Florida"	"12"	"Sleep apnoea"	"G47.3"	77	21733312	0.4
	"Florida"	"12"	"Guillain-Barre syndrome"	"G61.0"	29	21733312	0.1
	"Florida"	"12"	"Other inflammatory polyneuropathies"	"G61.8"	19	21733312	Unreliable
	"Florida"	"12"	"Polyneuropathy, unspecified"	"G62.9"	16	21733312	Unreliable
	"Florida"	"12"	"Myasthenia gravis"	"G70.0"	81	21733312	0.4
	"Florida"	"12"	"Myoneural disorder, unspecified"	"G70.9"	14	21733312	Unreliable
	"Florida"	"12"	"Muscular dystrophy"	"G71.0"	56	21733312	0.3
	"Florida"	"12"	"Myotonic disorders"	"G71.1"	15	21733312	Unreliable
	"Florida"	"12"	"Infantile cerebral palsy, unspecified"	"G80.9"	124	21733312	0.6
	"Florida"	"12"	"Paraplegia, unspecified"	"G82.2"	13	21733312	Unreliable
	"Florida"	"12"	"Tetraplegia, unspecified"	"G82.5"	24	21733312	0.1
	"Florida"	"12"	"Multi-system degeneration"	"G90.3"	10	21733312	Unreliable
	"Florida"	"12"	"Normal-pressure hydrocephalus"	"G91.2"	34	21733312	0.2
	"Florida"	"12"	"Hydrocephalus, unspecified"	"G91.9"	35	21733312	0.2
	"Florida"	"12"	"Toxic encephalopathy"	"G92"	28	21733312	0.1
	"Florida"	"12"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	528	21733312	2.4
	"Florida"	"12"	"Encephalopathy, unspecified"	"G93.4"	166	21733312	0.8
	"Florida"	"12"	"Compression of brain"	"G93.5"	25	21733312	0.1
	"Florida"	"12"	"Cerebral oedema"	"G93.6"	38	21733312	0.2
	"Florida"	"12"	"Disorder of brain, unspecified"	"G93.9"	27	21733312	0.1
	"Florida"	"12"	"Mitral stenosis"	"I05.0"	31	21733312	0.1
	"Florida"	"12"	"Mitral valve disease, unspecified"	"I05.9"	62	21733312	0.3
	"Florida"	"12"	"Tricuspid insufficiency"	"I07.1"	33	21733312	0.2
	"Florida"	"12"	"Other tricuspid valve diseases"	"I07.8"	12	21733312	Unreliable
	"Florida"	"12"	"Disorders of both mitral and aortic valves"	"I08.0"	53	21733312	0.2
	"Florida"	"12"	"Disorders of both mitral and tricuspid valves"	"I08.1"	16	21733312	Unreliable
	"Florida"	"12"	"Essential (primary) hypertension"	"I10"	1928	21733312	8.9
	"Florida"	"12"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	1423	21733312	6.5
	"Florida"	"12"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	2737	21733312	12.6
	"Florida"	"12"	"Hypertensive renal disease with renal failure"	"I12.0"	1186	21733312	5.5
	"Florida"	"12"	"Hypertensive renal disease without renal failure"	"I12.9"	72	21733312	0.3
	"Florida"	"12"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	76	21733312	0.3
	"Florida"	"12"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	273	21733312	1.3
	"Florida"	"12"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	336	21733312	1.5
	"Florida"	"12"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	50	21733312	0.2
	"Florida"	"12"	"Angina pectoris, unspecified"	"I20.9"	21	21733312	0.1
	"Florida"	"12"	"Acute subendocardial myocardial infarction"	"I21.4"	801	21733312	3.7
	"Florida"	"12"	"Acute myocardial infarction, unspecified"	"I21.9"	6702	21733312	30.8
	"Florida"	"12"	"Other forms of acute ischaemic heart disease"	"I24.8"	20	21733312	0.1
	"Florida"	"12"	"Acute ischaemic heart disease, unspecified"	"I24.9"	157	21733312	0.7
	"Florida"	"12"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	5559	21733312	25.6
	"Florida"	"12"	"Atherosclerotic heart disease"	"I25.1"	15462	21733312	71.1
	"Florida"	"12"	"Ischaemic cardiomyopathy"	"I25.5"	1454	21733312	6.7
	"Florida"	"12"	"Other forms of chronic ischaemic heart disease"	"I25.8"	42	21733312	0.2
	"Florida"	"12"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	776	21733312	3.6
	"Florida"	"12"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	541	21733312	2.5
	"Florida"	"12"	"Primary pulmonary hypertension"	"I27.0"	24	21733312	0.1
	"Florida"	"12"	"Other secondary pulmonary hypertension"	"I27.2"	452	21733312	2.1
	"Florida"	"12"	"Pulmonary heart disease, unspecified"	"I27.9"	52	21733312	0.2
	"Florida"	"12"	"Pericardial effusion (noninflammatory)"	"I31.3"	35	21733312	0.2
	"Florida"	"12"	"Disease of pericardium, unspecified"	"I31.9"	13	21733312	Unreliable
	"Florida"	"12"	"Acute and subacute infective endocarditis"	"I33.0"	132	21733312	0.6
	"Florida"	"12"	"Mitral (valve) insufficiency"	"I34.0"	170	21733312	0.8
	"Florida"	"12"	"Mitral (valve) prolapse"	"I34.1"	16	21733312	Unreliable
	"Florida"	"12"	"Aortic (valve) stenosis"	"I35.0"	829	21733312	3.8
	"Florida"	"12"	"Aortic (valve) insufficiency"	"I35.1"	36	21733312	0.2
	"Florida"	"12"	"Other aortic valve disorders"	"I35.8"	32	21733312	0.1
	"Florida"	"12"	"Aortic valve disorder, unspecified"	"I35.9"	82	21733312	0.4
	"Florida"	"12"	"Endocarditis, valve unspecified"	"I38"	491	21733312	2.3
	"Florida"	"12"	"Dilated cardiomyopathy"	"I42.0"	285	21733312	1.3
	"Florida"	"12"	"Other hypertrophic cardiomyopathy"	"I42.2"	60	21733312	0.3
	"Florida"	"12"	"Other restrictive cardiomyopathy"	"I42.5"	11	21733312	Unreliable
	"Florida"	"12"	"Alcoholic cardiomyopathy"	"I42.6"	42	21733312	0.2
	"Florida"	"12"	"Other cardiomyopathies"	"I42.8"	35	21733312	0.2
	"Florida"	"12"	"Cardiomyopathy, unspecified"	"I42.9"	1612	21733312	7.4
	"Florida"	"12"	"Atrioventricular block, complete"	"I44.2"	38	21733312	0.2
	"Florida"	"12"	"Other specified conduction disorders"	"I45.8"	117	21733312	0.5
	"Florida"	"12"	"Conduction disorder, unspecified"	"I45.9"	10	21733312	Unreliable
	"Florida"	"12"	"Sudden cardiac death, so described"	"I46.1"	42	21733312	0.2
	"Florida"	"12"	"Cardiac arrest, unspecified"	"I46.9"	557	21733312	2.6
	"Florida"	"12"	"Supraventricular tachycardia"	"I47.1"	11	21733312	Unreliable
	"Florida"	"12"	"Ventricular tachycardia"	"I47.2"	52	21733312	0.2
	"Florida"	"12"	"Atrial fibrillation and flutter"	"I48"	1610	21733312	7.4
	"Florida"	"12"	"Ventricular fibrillation and flutter"	"I49.0"	108	21733312	0.5
	"Florida"	"12"	"Sick sinus syndrome"	"I49.5"	47	21733312	0.2
	"Florida"	"12"	"Other specified cardiac arrhythmias"	"I49.8"	10	21733312	Unreliable
	"Florida"	"12"	"Cardiac arrhythmia, unspecified"	"I49.9"	244	21733312	1.1
	"Florida"	"12"	"Congestive heart failure"	"I50.0"	3298	21733312	15.2
	"Florida"	"12"	"Left ventricular failure"	"I50.1"	31	21733312	0.1
	"Florida"	"12"	"Heart failure, unspecified"	"I50.9"	1043	21733312	4.8
	"Florida"	"12"	"Myocarditis, unspecified"	"I51.4"	25	21733312	0.1
	"Florida"	"12"	"Myocardial degeneration"	"I51.5"	11	21733312	Unreliable
	"Florida"	"12"	"Cardiovascular disease, unspecified"	"I51.6"	312	21733312	1.4
	"Florida"	"12"	"Cardiomegaly"	"I51.7"	93	21733312	0.4
	"Florida"	"12"	"Other ill-defined heart diseases"	"I51.8"	41	21733312	0.2
	"Florida"	"12"	"Heart disease, unspecified"	"I51.9"	373	21733312	1.7
	"Florida"	"12"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	28	21733312	0.1
	"Florida"	"12"	"Other subarachnoid haemorrhage"	"I60.8"	25	21733312	0.1
	"Florida"	"12"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	355	21733312	1.6
	"Florida"	"12"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	43	21733312	0.2
	"Florida"	"12"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	27	21733312	0.1
	"Florida"	"12"	"Intracerebral haemorrhage in brain stem"	"I61.3"	48	21733312	0.2
	"Florida"	"12"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	31	21733312	0.1
	"Florida"	"12"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	66	21733312	0.3
	"Florida"	"12"	"Intracerebral haemorrhage, unspecified"	"I61.9"	963	21733312	4.4
	"Florida"	"12"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	129	21733312	0.6
	"Florida"	"12"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	566	21733312	2.6
	"Florida"	"12"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	12	21733312	Unreliable
	"Florida"	"12"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	91	21733312	0.4
	"Florida"	"12"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	49	21733312	0.2
	"Florida"	"12"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	134	21733312	0.6
	"Florida"	"12"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	35	21733312	0.2
	"Florida"	"12"	"Cerebral infarction, unspecified"	"I63.9"	1299	21733312	6.0
	"Florida"	"12"	"Stroke, not specified as haemorrhage or infarction"	"I64"	3714	21733312	17.1
	"Florida"	"12"	"Cerebral aneurysm, nonruptured"	"I67.1"	24	21733312	0.1
	"Florida"	"12"	"Cerebral atherosclerosis"	"I67.2"	4659	21733312	21.4
	"Florida"	"12"	"Other specified cerebrovascular diseases"	"I67.8"	104	21733312	0.5
	"Florida"	"12"	"Cerebrovascular disease, unspecified"	"I67.9"	1568	21733312	7.2
	"Florida"	"12"	"Sequelae of cerebral infarction"	"I69.3"	115	21733312	0.5
	"Florida"	"12"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	642	21733312	3.0
	"Florida"	"12"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	553	21733312	2.5
	"Florida"	"12"	"Generalized and unspecified atherosclerosis"	"I70.9"	349	21733312	1.6
	"Florida"	"12"	"Dissection of aorta [any part]"	"I71.0"	261	21733312	1.2
	"Florida"	"12"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	33	21733312	0.2
	"Florida"	"12"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	42	21733312	0.2
	"Florida"	"12"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	137	21733312	0.6
	"Florida"	"12"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	83	21733312	0.4
	"Florida"	"12"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	52	21733312	0.2
	"Florida"	"12"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	39	21733312	0.2
	"Florida"	"12"	"Aneurysm of unspecified site"	"I72.9"	12	21733312	Unreliable
	"Florida"	"12"	"Peripheral vascular disease, unspecified"	"I73.9"	610	21733312	2.8
	"Florida"	"12"	"Embolism and thrombosis of unspecified artery"	"I74.9"	16	21733312	Unreliable
	"Florida"	"12"	"Arteriovenous fistula, acquired"	"I77.0"	14	21733312	Unreliable
	"Florida"	"12"	"Arteritis, unspecified"	"I77.6"	10	21733312	Unreliable
	"Florida"	"12"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	28	21733312	0.1
	"Florida"	"12"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	216	21733312	1.0
	"Florida"	"12"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	21	21733312	0.1
	"Florida"	"12"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	11	21733312	Unreliable
	"Florida"	"12"	"Oesophageal varices with bleeding"	"I85.0"	12	21733312	Unreliable
	"Florida"	"12"	"Other and unspecified disorders of circulatory system"	"I99"	13	21733312	Unreliable
	"Florida"	"12"	"Influenza due to identified avian influenza virus"	"J09"	16	21733312	Unreliable
	"Florida"	"12"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	95	21733312	0.4
	"Florida"	"12"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	87	21733312	0.4
	"Florida"	"12"	"Influenza with pneumonia, virus not identified"	"J11.0"	68	21733312	0.3
	"Florida"	"12"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	54	21733312	0.2
	"Florida"	"12"	"Other viral pneumonia"	"J12.8"	37	21733312	0.2
	"Florida"	"12"	"Viral pneumonia, unspecified"	"J12.9"	35	21733312	0.2
